"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"bankrun6.nlogox"
"event_study"
"07/11/2026 16:08:05:306 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","avg-connections","reserve-ratio","fundamental-shock?","lolr-active?","num-nodes","beta","watcher-share","watcher-credibility","risk-threshold","shock-size","spontaneous-concern","lolr-cap","forgetfulness","warmup-ticks","dynamic-rewiring?","weight-by-credibility-sum?","[step]","ticks-since-shock","liquidity-ratio","frac-withdrawn","frac-concerned","bank-alive?"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","219","194","0.04","0.005","0.285","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","86","61","0.04","0.01","0.29","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","162","137","0.04","0","0.245","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","193","168","0.04","0","0.19","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","87","62","0.04","0.01","0.29","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","220","195","0.04","0.005","0.285","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","88","63","0.04","0.01","0.295","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","194","169","0.04","0","0.2","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","163","138","0.04","0","0.245","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","221","196","0.04","0.005","0.275","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","195","170","0.04","0","0.195","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","164","139","0.04","0","0.245","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","89","64","0.04","0.01","0.295","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","196","171","0.04","0","0.195","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","165","140","0.04","0","0.235","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","222","197","0.04","0.005","0.27","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","197","172","0.04","0","0.2","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","166","141","0.04","0","0.22","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","90","65","0.04","0.01","0.29","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","223","198","0.04","0.005","0.275","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","167","142","0.04","0","0.22","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","198","173","0.04","0","0.2","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","91","66","0.04","0.01","0.285","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","168","143","0.04","0","0.215","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","224","199","0.04","0.005","0.275","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","199","174","0.04","0","0.195","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","169","144","0.04","0","0.22","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","200","175","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","170","145","0.04","0","0.21","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","92","67","0.04","0.01","0.295","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","171","146","0.04","0","0.205","true"
"57","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","225","200","0.04","0.005","0.28","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","201","176","0.04","0","0.18","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","172","147","0.04","0","0.2","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","173","148","0.04","0","0.2","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","93","68","0.04","0.01","0.3","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","174","149","0.04","0","0.195","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","202","177","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","175","150","0.04","0","0.19","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","94","69","0.04","0.01","0.3","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","203","178","0.04","0","0.185","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","95","70","0.04","0.01","0.31","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","176","151","0.04","0","0.185","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","96","71","0.04","0.01","0.305","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","177","152","0.04","0","0.185","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","204","179","0.04","0","0.185","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","97","72","0.04","0.01","0.295","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","178","153","0.04","0","0.19","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","179","154","0.04","0","0.195","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","205","180","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","180","155","0.04","0","0.195","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","98","73","0.04","0.01","0.28","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","90","65","0.04","0.005","0.29","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","181","156","0.04","0","0.195","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","99","74","0.04","0.01","0.265","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","206","181","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","182","157","0.04","0","0.215","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","91","66","0.04","0.005","0.295","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","100","75","0.04","0.01","0.265","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","183","158","0.04","0","0.205","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","207","182","0.04","0","0.19","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","92","67","0.04","0.005","0.31","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","101","76","0.04","0.01","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","184","159","0.04","0","0.2","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","102","77","0.04","0.01","0.255","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","208","183","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","185","160","0.04","0","0.205","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","103","78","0.04","0.01","0.25","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","93","68","0.04","0.005","0.315","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","209","184","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","186","161","0.04","0","0.195","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","94","69","0.04","0.005","0.315","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","210","185","0.04","0","0.185","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","104","79","0.04","0.01","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","187","162","0.04","0","0.2","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","105","80","0.04","0.01","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","188","163","0.04","0","0.19","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","211","186","0.04","0","0.18","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","95","70","0.04","0.005","0.31","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","106","81","0.04","0.01","0.25","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","212","187","0.04","0","0.175","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","189","164","0.04","0","0.19","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","107","82","0.04","0.01","0.245","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","190","165","0.04","0","0.19","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","96","71","0.04","0.005","0.315","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","213","188","0.04","0","0.185","true"
"58","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","97","72","0.04","0.005","0.305","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","108","83","0.04","0.01","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","191","166","0.04","0","0.185","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","214","189","0.04","0","0.19","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","215","190","0.04","0","0.185","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","109","84","0.04","0.01","0.25","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","192","167","0.04","0","0.175","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","110","85","0.04","0.01","0.245","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","216","191","0.04","0","0.185","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","193","168","0.04","0","0.175","true"
"55","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","223","198","0.04","0","0.225","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","194","169","0.04","0","0.18","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","111","86","0.04","0.01","0.25","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","217","192","0.04","0","0.19","true"
"55","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","224","199","0.04","0","0.22","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","195","170","0.04","0","0.19","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","218","193","0.04","0","0.19","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","112","87","0.04","0.01","0.25","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","219","194","0.04","0","0.185","true"
"55","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","225","200","0.04","0","0.215","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","196","171","0.04","0","0.195","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","220","195","0.04","0","0.195","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","113","88","0.04","0.01","0.245","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","221","196","0.04","0","0.2","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","197","172","0.04","0","0.21","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","222","197","0.04","0","0.195","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","0","-1","0.04000000000000001","0","0","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","114","89","0.04","0.01","0.24","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","198","173","0.04","0","0.21","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","223","198","0.04","0","0.195","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","1","-1","0.04000000000000001","0","0.005","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","224","199","0.04","0","0.195","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","115","90","0.04","0.01","0.24","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","199","174","0.04","0","0.215","true"
"56","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","225","200","0.04","0","0.19","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","2","-1","0.04000000000000001","0","0.01","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","116","91","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","200","175","0.04","0","0.225","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","117","92","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","201","176","0.04","0","0.22","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","3","-1","0.04000000000000001","0","0.015","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","118","93","0.04","0.005","0.25","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","202","177","0.04","0","0.205","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","4","-1","0.04000000000000001","0","0.015","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","203","178","0.04","0","0.205","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","119","94","0.04","0.005","0.25","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","204","179","0.04","0","0.195","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","120","95","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","205","180","0.04","0","0.21","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","5","-1","0.04000000000000001","0","0.02","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","121","96","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","206","181","0.04","0","0.21","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","6","-1","0.04000000000000001","0","0.02","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","122","97","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","207","182","0.04","0","0.21","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","7","-1","0.04000000000000001","0","0.02","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","208","183","0.04","0","0.21","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","123","98","0.04","0.005","0.245","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","8","-1","0.04000000000000001","0","0.025","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","209","184","0.04","0","0.215","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","124","99","0.04","0.005","0.245","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","9","-1","0.04000000000000001","0","0.035","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","125","100","0.04","0.005","0.25","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","210","185","0.04","0","0.2","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","10","-1","0.04000000000000001","0","0.04","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","211","186","0.04","0","0.215","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","126","101","0.04","0.005","0.255","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","11","-1","0.04000000000000001","0","0.04","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","212","187","0.04","0","0.215","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","127","102","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","213","188","0.04","0","0.23","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","214","189","0.04","0","0.225","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","128","103","0.04","0.005","0.245","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","215","190","0.04","0","0.215","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","12","-1","0.04000000000000001","0","0.045","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","129","104","0.04","0.005","0.245","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","216","191","0.04","0","0.215","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","13","-1","0.04000000000000001","0","0.05","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","217","192","0.04","0","0.225","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","130","105","0.04","0.005","0.25","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","131","106","0.04","0.005","0.255","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","218","193","0.04","0","0.22","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","132","107","0.04","0.005","0.255","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","14","-1","0.04000000000000001","0","0.045","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","219","194","0.04","0","0.22","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","133","108","0.04000000000000001","0","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","220","195","0.04","0","0.215","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","15","-1","0.04000000000000001","0","0.055","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","134","109","0.04000000000000001","0","0.245","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","221","196","0.04","0","0.215","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","135","110","0.04000000000000001","0","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","222","197","0.04","0","0.215","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","16","-1","0.04000000000000001","0","0.06","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","136","111","0.04000000000000001","0","0.26","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","223","198","0.04","0","0.215","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","137","112","0.04000000000000001","0","0.27","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","17","-1","0.04000000000000001","0","0.07","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","224","199","0.04","0","0.22","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","138","113","0.04000000000000001","0","0.285","true"
"59","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","225","200","0.04","0","0.225","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","18","-1","0.04000000000000001","0","0.07","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","139","114","0.04000000000000001","0","0.29","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","140","115","0.04000000000000001","0","0.29","true"
"61","20","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","19","-1","0.04000000000000001","0","0.075","true"
"60","6","0.04","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","141","116","0.04000000000000001","0","0.29","true"
