"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"bankrun6.nlogox"
"degree_vs_lethality"
"07/11/2026 15:56:57:672 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","avg-connections","reserve-ratio","fundamental-shock?","lolr-active?","num-nodes","beta","watcher-share","watcher-credibility","risk-threshold","shock-size","spontaneous-concern","lolr-cap","forgetfulness","warmup-ticks","dynamic-rewiring?","weight-by-credibility-sum?","[step]","bank-alive?","ticks-since-shock","peak-withdrawn","frac-withdrawn","frac-concerned","liquidity-ratio","count links / count turtles"
"3591","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.024","3"
"3595","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.023999999999999997","3"
"3594","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.335","0.023999999999999997","3"
"3592","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.305","0.024000000000000004","3"
"3593","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.29","0.024","3"
"3596","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.024","3"
"3601","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.24","-0.021747439395207624","4"
"3604","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.165","-0.0014135861430415396","4"
"3605","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.055","0.055","0.225","-0.0425705252643435","4"
"3597","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.3","0.024000000000000004","3"
"3598","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.255","0.024000000000000004","3"
"3599","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.275","0.024","3"
"3600","7","0.06","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.315","0.023999999999999997","3"
"3603","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.22","0.02","4"
"3611","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.055","0.055","0.195","-0.02812002776873891","4"
"3602","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.04","0","0.235","0.02","4"
"3606","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.175","0.02","4"
"3613","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.165","-0.00589346504913443","4"
"3608","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.17","0.02","4"
"3614","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.275","-0.017773006549038364","4"
"3615","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.21","-0.007277228790698926","4"
"3617","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.165","-0.011399670005339394","4"
"3609","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.015","0","0.225","0.020000000000000004","4"
"3618","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.195","-0.009761576914315158","4"
"3610","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.2","0.02","4"
"3619","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.2","-0.008685487843232887","4"
"3620","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.245","-0.01061579743872387","4"
"3622","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.185","-0.009019084734861404","4"
"3624","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.125","-1.3398286804945514E-4","4"
"3612","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.18","0.02","4"
"3607","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.25","0.02","4"
"3616","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.225","0.02","4"
"3621","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.035","0","0.195","0.020000000000000007","4"
"3625","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.22","0.02","4"
"3626","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.21","0.02","4"
"3623","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.18","0.02","4"
"3627","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.23","0.02","4"
"3630","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.23","0.02","4"
"3629","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.045","0","0.285","0.020000000000000004","4"
"3635","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.205","-0.013449448793895634","4"
"3631","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.25","0.02","4"
"3637","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.18","-0.007177442031857111","4"
"3632","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.18","0.02","4"
"3633","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.17","0.020000000000000007","4"
"3628","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.015","0","0.26","0.02","4"
"3639","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.225","-0.026340276437888898","4"
"3634","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.235","0.020000000000000007","4"
"3643","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.225","-0.004176015647263431","4"
"3636","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.255","0.02","4"
"3638","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.18","0.02","4"
"3640","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.16","0.02","4"
"3647","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.23","-0.028528425759570188","4"
"3641","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.03","0","0.21","0.020000000000000007","4"
"3644","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.18","0.020000000000000004","4"
"3649","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.195","-0.009061747468348457","4"
"3650","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.24","-0.03103021740782495","4"
"3645","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.01","0","0.175","0.02","4"
"3651","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.225","-0.006314744536879893","4"
"3653","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.215","-0.01517586356030651","4"
"3654","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.295","-0.026095186600858866","4"
"3655","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.215","-0.01151940207882133","4"
"3656","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.14","-0.011951022694496584","4"
"3642","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.19","0.02","4"
"3657","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.16","-0.008706523763164609","4"
"3658","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.195","-0.009211526058674868","4"
"3659","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.185","-0.009169459518483759","4"
"3646","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.23","0.020000000000000007","4"
"3660","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.02","0.02","0.135","-0.002889722719534517","4"
"3662","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.215","-0.007694655141635647","4"
"3663","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.12","-0.004241317418207617","4"
"3664","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.21","-0.013861204866073456","4"
"3666","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.21","-0.01223067290008296","4"
"3668","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.06","0.06","0.34","-0.04365820595790168","4"
"3665","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.19","-0.012721659168158246","4"
"3669","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.145","-0.00686518584276159","4"
"3652","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.015","0","0.25","0.02","4"
"3670","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.235","-0.017828569798675194","4"
"3648","8","0.02","false","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.2","0.02","4"
"3672","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.045","0.045","0.22","-0.032421515012758216","4"
"3673","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.23","-0.028146515940548584","4"
"3671","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.055","0.055","0.26","-0.029302065576154872","4"
"3676","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.14","-0.008260410966087303","4"
"3677","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.235","-0.005864687704506341","4"
"3661","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.025","0","0.18","0.02","4"
"3678","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.145","-0.007379215288505022","4"
"3679","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.24","-0.015615991225290528","4"
"3674","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.225","-0.018986049777241047","4"
"3680","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.22","-0.010444263249717681","4"
"3681","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.12","-0.009187506869815787","4"
"3684","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.23","-0.011995989734415067","4"
"3685","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.2","-0.009540506769662538","4"
"3667","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.015","0","0.18","0.02","4"
"3686","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.02","0.02","0.175","-0.0034695721967949902","4"
"3687","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.04","0.04","0.215","-0.021685983949229704","4"
"3683","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.2","-0.01008955762978781","4"
"3689","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.23","-0.0162843387627114","4"
"3682","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.24","-0.019587182632272184","4"
"3692","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.22","-0.01049288130106743","4"
"3693","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.23","-0.01341236313275129","4"
"3694","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.05","0.05","0.26","-0.024714929791362222","4"
"3675","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.19","0.02","4"
"3696","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.025","0.025","0.185","-0.007614705720108952","4"
"3699","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.03","0.03","0.145","-0.010447045016297278","4"
"3697","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","26","false","1","0.035","0.035","0.26","-0.022394311744985483","4"
"3688","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.15","0.019999999999999997","4"
"3690","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.17","0.019999999999999997","4"
"3691","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.2","0.02","4"
"3695","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.23","0.02","4"
"3698","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.02","0","0.2","0.02","4"
"3700","8","0.02","false","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0.01","0","0.19","0.02","4"
"3702","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.02","4"
"3701","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.02","4"
"3703","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.02","4"
"3705","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.02","4"
"3704","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.02","4"
"3706","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.02","4"
"3707","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.02","4"
"3708","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.25","0.02","4"
"3712","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.02","4"
"3710","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3711","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.02","4"
"3709","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.205","0.02","4"
"3713","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3715","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.02","4"
"3714","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.245","0.02","4"
"3716","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.02","4"
"3717","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.02","4"
"3718","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.02","4"
"3720","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.02","4"
"3719","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.02","4"
"3721","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.02","4"
"3722","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.185","0.02","4"
"3723","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.16","0.02","4"
"3724","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3725","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.02","4"
"3726","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.195","0.02","4"
"3729","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.26","0.02","4"
"3728","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.02","4"
"3727","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.235","0.02","4"
"3731","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3732","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.25","0.02","4"
"3730","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.255","0.02","4"
"3733","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.02","4"
"3734","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.02","4"
"3737","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.02","4"
"3735","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.02","4"
"3738","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.02","4"
"3739","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3736","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.02","4"
"3740","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.215","0.02","4"
"3741","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.285","0.02","4"
"3742","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.275","0.02","4"
"3744","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.02","4"
"3743","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.02","4"
"3745","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.18","0.02","4"
"3748","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3747","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.19","0.02","4"
"3746","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.02","4"
"3749","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.2","0.02","4"
"3750","8","0.02","true","true","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.21","0.02","4"
"3751","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.23","0.007999999999999998","4"
"3752","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.325","0.008","4"
"3754","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.22","0.008000000000000002","4"
"3753","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.17","0.008","4"
"3756","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.3","0.007999999999999998","4"
"3757","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.265","0.008","4"
"3759","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.265","0.007999999999999998","4"
"3758","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.345","0.008","4"
"3760","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.245","0.007999999999999998","4"
"3761","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.165","0.007999999999999998","4"
"3755","8","0.02","true","false","200","0.1","0.05","0.9","0.2","0.6","0.005","0.01","0.02","25","false","false","425","true","400","0","0","0.28","0.008","4"
